date,machine_id,assembly_line_no,hydraulic_pressurebar,coolant_pressurebar,air_system_pressurebar,coolant_temperature,hydraulic_oil_temperaturec,spindle_bearing_temperaturec,spindle_vibrationm,tool_vibrationm,spindle_speedrpm,voltagevolts,torquenm,cuttingkn,downtime,date_parsed,year,month,day,day_of_week,is_weekend,hydraulic_pressurebar_is_outlier,coolant_pressurebar_is_outlier,air_system_pressurebar_is_outlier,coolant_temperature_is_outlier,hydraulic_oil_temperaturec_is_outlier,spindle_bearing_temperaturec_is_outlier,spindle_vibrationm_is_outlier,tool_vibrationm_is_outlier,spindle_speedrpm_is_outlier,voltagevolts_is_outlier,torquenm_is_outlier,cuttingkn_is_outlier,downtime_flag,temp_diff,vibration_total,pressure_ratio,normalized_speed,load_index,final_reason
31-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,142.36,4.624427746,7.13147428,28.7,44.9,31,0.46,33.567,18648,341,25.60070785,3.69,Machine_Failure,3/31/2022,2022,3,31,Thursday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,-16.2,34.027,30.78434951,0.667024359,19.0274955,High_CuttingForce
31-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,63.76,4.62478014,6.537125848,27,45.1,38.6,0.899,35.34,18650,297,25.59796247,3.67,Machine_Failure,3/31/2022,2022,3,31,Thursday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,-18.1,36.239,13.78660132,0.667095897,19.01957373,High_CuttingForce_with_Low_HydraulicPressure
31-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,141.14,4.626567992,6.870613037,26.4,52.6,33.8,1.118,21.192,18654,287,25.59247346,3.61,Machine_Failure,3/31/2022,2022,3,31,Thursday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,-26.2,22.31,30.50641431,0.667238974,18.99773142,High_CuttingForce
31-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,93.65,4.84252053,6.084632707,19.5,52.3,35.2,1.211,21.886,23432,434,25.46551448,3.67,Machine_Failure,3/31/2022,2022,3,31,Thursday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,-32.8,23.097,19.33910232,0.838144293,18.92686014,High_CuttingForce
31-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,74.86,6.863944117,6.164535184,15.7,44.5,38.7,1.428,20.86,21951,346,25.52269447,2.49,Machine_Failure,3/31/2022,2022,3,31,Thursday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,-28.8,22.288,10.90626595,0.785170083,18.61288613,Low_HydraulicPressure
31-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,80.34,4.86086247,6.751147706,6.9,48.1,38.3,1.834,29.718,27957,409,25.46008213,3.61,Machine_Failure,3/31/2022,2022,3,31,Thursday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,-41.2,31.552,16.5279311,1,18.90505749,High_CuttingForce_with_Low_HydraulicPressure
31-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,139.6712071,5.054399663,6.761903526,8.7,48.2,41,1.168,27.672,20303,315,23.51386495,2.83,No_Machine_Failure,3/31/2022,2022,3,31,Thursday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,-39.5,28.84,27.63358983,0.726222413,17.30870547,Normal_Operation
31-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,91.5,4.566853902,6.411198621,4.9,47.2,38.1,0.904,16.141,26605,266,25.46687293,3.13,Machine_Failure,3/31/2022,2022,3,31,Thursday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,-42.3,17.045,20.03567488,0.951640019,18.76581105,High_CuttingForce
31-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,148.662548,5.057724885,6.227789328,11.9,49.4,35.3,0.633,24.257,20310,355,23.50576071,2.68,No_Machine_Failure,3/31/2022,2022,3,31,Thursday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.5,24.89,29.39316617,0.726472798,17.2580325,Normal_Operation
31-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,131.0481918,5.051942984,7.05011875,5.7,50.4,36.7,1.024,28.519,20298,241,23.51965711,2.9,No_Machine_Failure,3/31/2022,2022,3,31,Thursday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,-44.7,29.543,25.94015653,0.726043567,17.33375998,Normal_Operation
31-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,145.2990279,5.04958003,5.761430767,6.8,48.3,36,1.123,29.251,20297,429,23.52081588,2.69,No_Machine_Failure,3/31/2022,2022,3,31,Thursday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,-41.5,30.374,28.77447769,0.726007798,17.27157112,Normal_Operation
31-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,98.7,6.839413159,6.337634572,24.4,53.7,35,0.742,34.247,18638,356,25.61444361,3.49,Machine_Failure,3/31/2022,2022,3,31,Thursday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,-29.3,34.989,14.43106268,0.666666667,18.97711053,High_CuttingForce
31-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,170.0894611,4.979214772,5.399351647,7.4,49.7,34.5,0.899,28.348,20018,343,23.84863623,2.71,No_Machine_Failure,3/31/2022,2022,3,31,Thursday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,-42.3,29.247,34.15989647,0.716028186,17.50704536,Normal_Operation
31-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,62.34,6.839413159,6.591627842,9,45.7,31.6,0.657,27.869,20504,368,25.45193794,2.73,Machine_Failure,3/31/2022,2022,3,31,Thursday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,-36.7,28.526,9.114817098,0.733412026,18.63535656,Low_HydraulicPressure
31-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,111.7502053,4.978056686,6.343570586,9.9,44.5,44.1,0.897,39.846,20016,336,23.85101918,2.58,No_Machine_Failure,3/31/2022,2022,3,31,Thursday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,-34.6,40.743,22.44856022,0.715956648,17.46971343,Normal_Operation
31-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,127.5689918,4.979234549,6.849350104,10.6,43.2,30.5,0.923,29.888,20018,386,23.84863623,2.82,No_Machine_Failure,3/31/2022,2022,3,31,Thursday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.6,30.811,25.62020137,0.716028186,17.54004536,Normal_Operation
31-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,111.2860766,5.058904048,6.615998908,12.2,48.2,31.5,1.183,18.113,20314,432,23.50113222,2.62,No_Machine_Failure,3/31/2022,2022,3,31,Thursday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,-36,19.296,21.99806036,0.726615874,17.23679255,Normal_Operation
31-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,124.9137633,5.072330576,6.087501061,21,46,26.9,0.939,26.958,13272,333,23.39288514,2.64,No_Machine_Failure,3/31/2022,2022,3,31,Thursday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,27.897,24.62650283,0.474729048,17.1670196,Normal_Operation
31-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,125.95,6.863944117,6.547685882,25.6,42,38.6,0.712,23.668,18755,278,25.45465209,3.91,Machine_Failure,3/31/2022,2022,3,31,Thursday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,-16.4,24.38,18.34950837,0.670851665,18.99125646,High_CuttingForce
31-01-2022,Makino-L1-Unit1-2013,Shopfloor-L1,72.38,5.567856573,6.661836583,9.9,56.5,40,1.036,36.234,27613,353,24.46208239,3.33,Machine_Failure,1/31/2022,2022,1,31,Monday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,-46.6,37.27,12.99961647,0.987695389,18.12245767,High_CuttingForce_with_Low_HydraulicPressure
31-01-2022,Makino-L3-Unit1-2015,Shopfloor-L3,78.33,6.560332199,5.858978605,9.7,48.1,35.8,0.946,32.774,26526,302,24.472114,2.71,Machine_Failure,1/31/2022,2022,1,31,Monday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,-38.4,33.72,11.93994414,0.94881425,17.9434798,Low_HydraulicPressure
31-01-2022,Makino-L3-Unit1-2015,Shopfloor-L3,128.8976615,5.227383809,7.015651803,22.4,48.5,39.3,1.043,21.366,15217,378,35.5812209,2.17,No_Machine_Failure,1/31/2022,2022,1,31,Monday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.1,22.409,24.65815907,0.544300175,25.55785463,Normal_Operation
31-01-2022,Makino-L3-Unit1-2015,Shopfloor-L3,96.96,4.819676197,6.572712778,28.7,55,38.6,0.858,26.215,19440,319,14.20288973,3.49,Machine_Failure,1/31/2022,2022,1,31,Monday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,-26.3,27.073,20.11753405,0.695353579,10.98902281,High_CuttingForce
31-01-2022,Makino-L1-Unit1-2013,Shopfloor-L1,145.98,4.82340648,5.890691916,26.4,38.8,31,0.849,29.791,19457,374,24.53625944,3.93,Machine_Failure,1/31/2022,2022,1,31,Monday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,-12.4,30.64,30.26491767,0.695961655,18.35438161,High_CuttingForce
31-01-2022,Makino-L1-Unit1-2013,Shopfloor-L1,51.16,4.852677086,6.383652056,27,41.4,41.6,1.006,25.207,19577,354,24.38586096,3.59,Machine_Failure,1/31/2022,2022,1,31,Monday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,-14.4,26.213,10.54263432,0.700253961,18.14710267,High_CuttingForce_with_Low_HydraulicPressure
31-01-2022,Makino-L2-Unit1-2015,Shopfloor-L2,120.6057212,5.229820438,6.270485821,22.4,48.2,32.9,1.661,37.604,14152,308,33.92336502,3,No_Machine_Failure,1/31/2022,2022,1,31,Monday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.8,39.265,23.0611591,0.506205959,24.64635551,Normal_Operation
31-01-2022,Makino-L3-Unit1-2015,Shopfloor-L3,85.82,4.822650137,6.167180418,27,51.6,28.7,1.657,27.527,19456,355,14.10999444,2.68,Machine_Failure,1/31/2022,2022,1,31,Monday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,-24.6,29.184,17.79519508,0.695925886,10.68099611,Low_Torque_with_Low_HydraulicPressure
31-01-2022,Makino-L3-Unit1-2015,Shopfloor-L3,58.6,6.820962547,6.96676221,30.3,52.7,38.9,0.961,35.756,19443,450,17.89931102,2.86,Machine_Failure,1/31/2022,2022,1,31,Monday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,-22.4,36.717,8.591162845,0.695460886,13.38751771,High_CoolantTemp_with_Low_HydraulicPressure
31-01-2022,Makino-L1-Unit1-2013,Shopfloor-L1,127.4593591,5.229753537,6.417340132,22.4,51.8,37.1,1.13,20.662,17726,278,35.58033366,1.85,No_Machine_Failure,1/31/2022,2022,1,31,Monday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.4,21.792,24.37196288,0.634045141,25.46123356,Normal_Operation
30-12-2021,Makino-L3-Unit1-2015,Shopfloor-L3,103.5761466,5.130321956,7.039286625,21.6,45.5,30.5,1.657,21.132,14152,390,23.13778898,2.92,No_Machine_Failure,12/30/2021,2021,12,30,Thursday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.9,22.789,20.18901494,0.506205959,17.07245229,Normal_Operation
30-12-2021,Makino-L1-Unit1-2013,Shopfloor-L1,57.3,4.916312723,5.792243086,29.8,44.9,33.8,0.555,26.314,19784,423,16.96410507,2.75,Machine_Failure,12/30/2021,2021,12,30,Thursday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,-15.1,26.869,11.65507632,0.707658189,12.69987355,High_CoolantTemp_with_Low_HydraulicPressure
30-04-2022,Makino-L3-Unit1-2015,Shopfloor-L3,107.9309707,5.098391373,7.0917116,21.2,44.7,39.7,1.325,21.182,19197,413,31.62033518,1.91,No_Machine_Failure,4/30/2022,2022,4,30,Saturday,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.5,22.507,21.16961269,0.686661659,22.70723463,Normal_Operation
30-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,116.0745108,5.095632061,6.325828562,21.2,47.8,37,0.951,26.227,18436,437,30.51400825,1.89,No_Machine_Failure,4/30/2022,2022,4,30,Saturday,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.6,27.178,22.77921746,0.659441285,21.92680578,Normal_Operation
30-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,121.6326698,5.093945332,7.315732093,21.2,43.4,37.9,1.241,28.863,17726,337,35.58033366,1.95,No_Machine_Failure,4/30/2022,2022,4,30,Saturday,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.2,30.104,23.87789069,0.634045141,25.49123356,Normal_Operation
30-04-2022,Makino-L3-Unit1-2015,Shopfloor-L3,134.2142583,5.095720292,6.223416336,21.2,51.1,35.3,0.491,19.805,16198,462,23.3004051,1.99,No_Machine_Failure,4/30/2022,2022,4,30,Saturday,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.9,20.296,26.33862351,0.579389777,16.90728357,Normal_Operation
30-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,135.8119306,5.094040107,6.818870944,21.2,44.4,27.4,0.762,30.761,15217,236,23.31861476,1.88,No_Machine_Failure,4/30/2022,2022,4,30,Saturday,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.2,31.523,26.66094647,0.544300175,16.88703033,Normal_Operation
30-04-2022,Makino-L2-Unit1-2015,Shopfloor-L2,106.1276855,5.092841689,7.168799636,5.7,45.3,33.2,1.052,28.604,20470,445,23.32203224,1.88,No_Machine_Failure,4/30/2022,2022,4,30,Saturday,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,-39.6,29.656,20.83859896,0.732195872,16.88942257,Normal_Operation
30-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,134.3099363,5.097346355,6.761040938,4.5,45,36.8,0.905,25.637,17726,387,23.3004051,2.88,No_Machine_Failure,4/30/2022,2022,4,30,Saturday,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,-40.5,26.542,26.3489916,0.634045141,17.17428357,Normal_Operation
30-04-2022,Makino-L2-Unit1-2015,Shopfloor-L2,138.7899732,5.097677352,6.19357051,21.2,49.7,34.2,1.304,23.086,14266,336,23.3004051,2.82,No_Machine_Failure,4/30/2022,2022,4,30,Saturday,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.5,24.39,27.22611959,0.51028365,17.15628357,Normal_Operation
30-04-2022,Makino-L2-Unit1-2015,Shopfloor-L2,91.54,4.604551453,6.259579363,26.4,51.2,40,0.464,24.451,18592,294,16.44955444,3.13,Machine_Failure,4/30/2022,2022,4,30,Saturday,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,-24.8,24.915,19.88032948,0.665021283,12.45368811,High_CuttingForce
30-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,75.53,4.605076132,6.606661206,28.7,44,35.3,1.032,32.456,18594,315,15.1197393,2.59,Machine_Failure,4/30/2022,2022,4,30,Saturday,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,-15.3,33.488,16.40146609,0.665092821,11.36081751,High_CoolantTemp_with_Low_HydraulicPressure
30-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,58.7,4.605639814,6.957827619,27,48.3,37.1,0.404,16.991,18594,349,14.20288973,2.42,Machine_Failure,4/30/2022,2022,4,30,Saturday,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,-21.3,17.395,12.7452433,0.665092821,10.66802281,Low_Torque_with_Low_HydraulicPressure
30-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,99.56,4.602896383,6.802293264,25.6,46.2,35.3,1.08,34.978,18590,398,15.90071615,3.33,Machine_Failure,4/30/2022,2022,4,30,Saturday,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,-20.6,36.058,21.62985905,0.664949744,12.12950131,High_CuttingForce
30-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,148.9266008,3.053451378,5.742484836,20.3,46.7,32.4,1.511,19.626,20143,419,23.70064042,2.95,No_Machine_Failure,3/30/2022,2022,3,30,Wednesday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.4,21.137,48.77320198,0.720499338,17.47544829,Normal_Operation
30-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,168.7970173,4.996191476,6.177731065,20.2,49.7,37,0.695,22.98,20066,439,23.79158776,2.02,No_Machine_Failure,3/30/2022,2022,3,30,Wednesday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.5,23.675,33.78513776,0.717745109,17.26011143,Normal_Operation
30-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,109.0406761,5.005857708,6.343163162,9.9,48.9,38.2,1.618,32.338,14152,326,23.73363162,2.11,No_Machine_Failure,3/30/2022,2022,3,30,Wednesday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,-39,33.956,21.78261598,0.506205959,17.24654213,Normal_Operation
30-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,131.2658541,4.982835887,6.335328909,20.1,47.9,27.7,1.085,31.444,20033,347,28.38124,2.01,No_Machine_Failure,3/30/2022,2022,3,30,Wednesday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.8,32.529,26.34360374,0.716564724,20.469868,Normal_Operation
30-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,118.8639284,5.003071102,6.062090565,20.2,53.8,37,0.613,34.735,20096,319,23.75607086,3,No_Machine_Failure,3/30/2022,2022,3,30,Wednesday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.6,35.348,23.75819291,0.718818185,17.5292496,Normal_Operation
30-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,132.8214064,3.126011472,6.690248204,5.7,44.7,34.6,1.006,42.757,17726,272,23.8331586,2.01,No_Machine_Failure,3/30/2022,2022,3,30,Wednesday,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,0,-39,43.763,42.48909756,0.634045141,17.28621102,Normal_Operation
30-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,111.6968659,4.989508626,6.029679692,20.1,43,36.9,1.01,24.895,20048,304,23.81294892,2.17,No_Machine_Failure,3/30/2022,2022,3,30,Wednesday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.9,25.905,22.38634589,0.717101263,17.32006424,Normal_Operation
30-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,141.5189961,5.200585147,6.899449281,22.2,49.2,33.4,1.312,31.531,20908,369,22.83346088,1.86,No_Machine_Failure,3/30/2022,2022,3,30,Wednesday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,-27,32.843,27.21212942,0.747862789,16.54142262,Low_Torque
30-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,124.8479541,5.690640358,6.134580004,26.7,48.8,33,1.333,24.673,22802,377,20.93684764,1.87,No_Machine_Failure,3/30/2022,2022,3,30,Wednesday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.1,26.006,21.9391749,0.815609686,15.21679335,Low_Torque
30-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,96.371232,3.053148837,7.166194189,25.7,48.8,31.2,1.15,21.245,22313,363,21.39568861,2.88,No_Machine_Failure,3/30/2022,2022,3,30,Wednesday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.1,22.395,31.56453784,0.798118539,15.84098203,Low_Torque
30-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,99.26714472,3.895031347,6.206182865,20.3,50.7,34,0.743,26.577,20132,331,23.7135903,1.99,No_Machine_Failure,3/30/2022,2022,3,30,Wednesday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,-30.4,27.32,25.48558301,0.720105877,17.19651321,Normal_Operation
30-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,120.8177826,3.126011472,6.835145947,20.2,44.1,33.4,0.717,16.304,20063,324,23.79514529,1.95,No_Machine_Failure,3/30/2022,2022,3,30,Wednesday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.9,17.021,38.64918081,0.717637801,17.2416017,Normal_Operation
30-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,125.4182022,3.106960002,6.852916131,20.2,49.9,35.9,1.686,30.197,20096,388,23.75607086,2.93,No_Machine_Failure,3/30/2022,2022,3,30,Wednesday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.7,31.883,40.36685446,0.718818185,17.5082496,Normal_Operation
30-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,122.3091411,5.007064236,5.756943846,20.3,44.7,39.1,1.286,16.014,16198,406,28.38124,1.89,No_Machine_Failure,3/30/2022,2022,3,30,Wednesday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.4,17.3,24.42731615,0.579389777,20.433868,Normal_Operation
30-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,91.77,4.628407979,6.059738854,24.4,52.3,37.1,1.414,38.046,18662,343,17.89931102,2.63,Machine_Failure,3/30/2022,2022,3,30,Wednesday,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,-27.9,39.46,19.82755203,0.667525128,13.31851771,Low_Torque
