date,machine_id,assembly_line_no,hydraulic_pressurebar,coolant_pressurebar,air_system_pressurebar,coolant_temperature,hydraulic_oil_temperaturec,spindle_bearing_temperaturec,spindle_vibrationm,tool_vibrationm,spindle_speedrpm,voltagevolts,torquenm,cuttingkn,downtime,date_parsed,year,month,day,day_of_week,is_weekend,hydraulic_pressurebar_is_outlier,coolant_pressurebar_is_outlier,air_system_pressurebar_is_outlier,coolant_temperature_is_outlier,hydraulic_oil_temperaturec_is_outlier,spindle_bearing_temperaturec_is_outlier,spindle_vibrationm_is_outlier,tool_vibrationm_is_outlier,spindle_speedrpm_is_outlier,voltagevolts_is_outlier,torquenm_is_outlier,cuttingkn_is_outlier,downtime_flag,reason_preview,temp_diff,vibration_total,pressure_ratio,normalized_speed,load_index
31-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,139.6712071,5.054399663,6.761903526,8.7,48.2,41.0,1.168,27.672,20303.0,315.0,23.51386495,2.83,No_Machine_Failure,2022-03-31,2022,3,31,Thursday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-39.5,28.84,27.633589825205718,0.7262224129913796,17.308705465
31-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,91.5,4.566853902,6.411198621,4.9,47.2,38.1,0.904,16.141,26605.0,266.0,25.46687293,3.13,Machine_Failure,2022-03-31,2022,3,31,Thursday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-42.300000000000004,17.044999999999998,20.03567487892018,0.9516400185999928,18.765811051
31-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,148.662548,5.057724885,6.227789328,11.9,49.4,35.3,0.633,24.257,20310.0,355.0,23.50576071,2.68,No_Machine_Failure,2022-03-31,2022,3,31,Thursday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-37.5,24.89,29.39316617258038,0.7264727975104625,17.258032497
31-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,131.0481918,5.051942984,7.05011875,5.7,50.4,36.7,1.024,28.519,20298.0,241.0,23.51965711,2.9,No_Machine_Failure,2022-03-31,2022,3,31,Thursday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-44.699999999999996,29.543,25.940156532851322,0.7260435669063204,17.333759977
31-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,145.2990279,5.04958003,5.761430767,6.8,48.3,36.0,1.123,29.251,20297.0,429.0,23.52081588,2.69,No_Machine_Failure,2022-03-31,2022,3,31,Thursday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-41.5,30.374000000000002,28.77447768661268,0.7260077976893086,17.271571115999997
31-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,98.7,6.839413159,6.337634572,24.4,53.7,35.0,0.742,34.247,18638.0,356.0,25.61444361,3.49,Machine_Failure,2022-03-31,2022,3,31,Thursday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-29.300000000000004,34.989,14.431062681177615,0.6666666666666666,18.977110526999997
31-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,170.0894611,4.979214772,5.399351647,7.4,49.7,34.5,0.899,28.348,20018.0,343.0,23.84863623,2.71,No_Machine_Failure,2022-03-31,2022,3,31,Thursday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-42.300000000000004,29.247,34.15989646730587,0.7160281861430053,17.507045361
31-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,62.34,6.839413159,6.591627842,9.0,45.7,31.6,0.657,27.869,20504.0,368.0,25.45193794,2.73,Machine_Failure,2022-03-31,2022,3,31,Thursday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-36.7,28.526,9.11481709771644,0.7334120256107594,18.635356557999998
31-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,111.7502053,4.978056686,6.343570586,9.9,44.5,44.1,0.897,39.846,20016.0,336.0,23.85101918,2.58,No_Machine_Failure,2022-03-31,2022,3,31,Thursday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-34.6,40.742999999999995,22.448560221156146,0.7159566477089816,17.469713426000002
31-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,127.5689918,4.979234549,6.849350104,10.6,43.2,30.5,0.923,29.888,20018.0,386.0,23.84863623,2.82,No_Machine_Failure,2022-03-31,2022,3,31,Thursday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-32.6,30.811,25.62020136722023,0.7160281861430053,17.540045361
31-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,111.2860766,5.058904048,6.615998908,12.2,48.2,31.5,1.183,18.113,20314.0,432.0,23.50113222,2.62,No_Machine_Failure,2022-03-31,2022,3,31,Thursday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-36.0,19.296,21.99806035933734,0.7266158743785098,17.236792554
31-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,124.9137633,5.072330576,6.087501061,21.0,46.0,26.9,0.939,26.958,13272.0,333.0,23.39288514,2.64,No_Machine_Failure,2022-03-31,2022,3,31,Thursday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-25.0,27.897,24.62650283304406,0.4747290481811353,17.167019598
31-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,125.95,6.863944117,6.547685882,25.6,42.0,38.6,0.712,23.668,18755.0,278.0,25.45465209,3.91,Machine_Failure,2022-03-31,2022,3,31,Thursday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-16.4,24.38,18.349508366196975,0.6708516650570518,18.991256463
31-01-2022,Makino-L1-Unit1-2013,Shopfloor-L1,72.38,5.567856573,6.661836583,9.9,56.5,40.0,1.036,36.234,27613.0,353.0,24.46208239,3.33,Machine_Failure,2022-01-31,2022,1,31,Monday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-46.6,37.27,12.999616468389226,0.9876953893479272,18.122457672999996
31-01-2022,Makino-L3-Unit1-2015,Shopfloor-L3,78.33,6.560332199,5.858978605,9.7,48.1,35.8,0.946,32.774,26526.0,302.0,24.472114,2.71,Machine_Failure,2022-01-31,2022,1,31,Monday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-38.400000000000006,33.72,11.939944140624455,0.9488142504560575,17.9434798
31-01-2022,Makino-L3-Unit1-2015,Shopfloor-L3,128.8976615,5.227383809,7.015651803,22.4,48.5,39.3,1.043,21.366,15217.0,378.0,35.5812209,2.17,No_Machine_Failure,2022-01-31,2022,1,31,Monday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-26.1,22.409,24.658159073392806,0.5443001752691634,25.557854629999998
31-01-2022,Makino-L3-Unit1-2015,Shopfloor-L3,96.96,4.819676197,6.572712778,28.7,55.0,38.6,0.858,26.215,19440.0,319.0,14.20288973,3.49,Machine_Failure,2022-01-31,2022,1,31,Monday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-26.3,27.073,20.117534049352237,0.695353578710162,10.989022811
31-01-2022,Makino-L1-Unit1-2013,Shopfloor-L1,145.98,4.82340648,5.890691916,26.4,38.8,31.0,0.849,29.791,19457.0,374.0,24.53625944,3.93,Machine_Failure,2022-01-31,2022,1,31,Monday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-12.399999999999999,30.64,30.264917668726106,0.6959616553993633,18.354381607999997
31-01-2022,Makino-L1-Unit1-2013,Shopfloor-L1,51.16,4.852677086,6.383652056,27.0,41.4,41.6,1.006,25.207,19577.0,354.0,24.38586096,3.59,Machine_Failure,2022-01-31,2022,1,31,Monday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Hydraulic_Pressure_Drop,-14.399999999999999,26.213,10.542634321907979,0.7002539614407841,18.147102671999995
31-01-2022,Makino-L2-Unit1-2015,Shopfloor-L2,120.6057212,5.229820438,6.270485821,22.4,48.2,32.9,1.661,37.604,14152.0,308.0,33.92336502,3.0,No_Machine_Failure,2022-01-31,2022,1,31,Monday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,High_Vibration,-25.800000000000004,39.265,23.061159102839547,0.5062059591515542,24.646355513999996
31-01-2022,Makino-L3-Unit1-2015,Shopfloor-L3,85.82,4.822650137,6.167180418,27.0,51.6,28.7,1.657,27.527,19456.0,355.0,14.10999444,2.68,Machine_Failure,2022-01-31,2022,1,31,Monday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,High_Vibration,-24.6,29.184,17.795195081969098,0.6959258861823515,10.680996107999999
31-01-2022,Makino-L3-Unit1-2015,Shopfloor-L3,58.6,6.820962547,6.96676221,30.3,52.7,38.9,0.961,35.756,19443.0,450.0,17.89931102,2.86,Machine_Failure,2022-01-31,2022,1,31,Monday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Hydraulic_Pressure_Drop,-22.400000000000002,36.717,8.591162844864687,0.6954608863611975,13.387517714
31-01-2022,Makino-L1-Unit1-2013,Shopfloor-L1,127.4593591,5.229753537,6.417340132,22.4,51.8,37.1,1.13,20.662,17726.0,278.0,35.58033366,1.85,No_Machine_Failure,2022-01-31,2022,1,31,Monday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-29.4,21.791999999999998,24.37196288472055,0.6340451407518689,25.461233562
30-12-2021,Makino-L3-Unit1-2015,Shopfloor-L3,103.5761466,5.130321956,7.039286625,21.6,45.5,30.5,1.657,21.132,14152.0,390.0,23.13778898,2.92,No_Machine_Failure,2021-12-30,2021,12,30,Thursday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,High_Vibration,-23.9,22.789,20.18901493674601,0.5062059591515542,17.072452286
30-12-2021,Makino-L1-Unit1-2013,Shopfloor-L1,57.3,4.916312723,5.792243086,29.8,44.9,33.8,0.555,26.314,19784.0,423.0,16.96410507,2.75,Machine_Failure,2021-12-30,2021,12,30,Thursday,False,0,0,0,0,0,0,0,0,0,0,0,0,1,Hydraulic_Pressure_Drop,-15.099999999999998,26.869,11.655076320091121,0.7076581893622349,12.699873548999998
30-04-2022,Makino-L3-Unit1-2015,Shopfloor-L3,107.9309707,5.098391373,7.0917116,21.2,44.7,39.7,1.325,21.182,19197.0,413.0,31.62033518,1.91,No_Machine_Failure,2022-04-30,2022,4,30,Saturday,True,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-23.500000000000004,22.506999999999998,21.16961268834314,0.6866616589762851,22.707234626
30-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,116.0745108,5.095632061,6.325828562,21.2,47.8,37.0,0.951,26.227,18436.0,437.0,30.51400825,1.89,No_Machine_Failure,2022-04-30,2022,4,30,Saturday,True,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-26.599999999999998,27.178,22.779217457317902,0.6594412848302751,21.926805775
30-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,121.6326698,5.093945332,7.315732093,21.2,43.4,37.9,1.241,28.863,17726.0,337.0,35.58033366,1.95,No_Machine_Failure,2022-04-30,2022,4,30,Saturday,True,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-22.2,30.104,23.877890686401265,0.6340451407518689,25.491233562
30-04-2022,Makino-L3-Unit1-2015,Shopfloor-L3,134.2142583,5.095720292,6.223416336,21.2,51.1,35.3,0.491,19.805,16198.0,462.0,23.3004051,1.99,No_Machine_Failure,2022-04-30,2022,4,30,Saturday,True,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-29.900000000000002,20.296,26.33862351328604,0.5793897771577781,16.90728357
30-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,135.8119306,5.094040107,6.818870944,21.2,44.4,27.4,0.762,30.761,15217.0,236.0,23.31861476,1.88,No_Machine_Failure,2022-04-30,2022,4,30,Saturday,True,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-23.2,31.523,26.660946468280333,0.5443001752691634,16.887030332
30-04-2022,Makino-L2-Unit1-2015,Shopfloor-L2,106.1276855,5.092841689,7.168799636,5.7,45.3,33.2,1.052,28.604,20470.0,445.0,23.32203224,1.88,No_Machine_Failure,2022-04-30,2022,4,30,Saturday,True,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-39.599999999999994,29.656,20.83859895531891,0.7321958722323568,16.889422567999997
30-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,134.3099363,5.097346355,6.761040938,4.5,45.0,36.8,0.905,25.637,17726.0,387.0,23.3004051,2.88,No_Machine_Failure,2022-04-30,2022,4,30,Saturday,True,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-40.5,26.542,26.34899160192539,0.6340451407518689,17.17428357
30-04-2022,Makino-L2-Unit1-2015,Shopfloor-L2,138.7899732,5.097677352,6.19357051,21.2,49.7,34.2,1.304,23.086,14266.0,336.0,23.3004051,2.82,No_Machine_Failure,2022-04-30,2022,4,30,Saturday,True,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-28.500000000000004,24.389999999999997,27.226119586707025,0.5102836498909039,17.15628357
30-04-2022,Makino-L2-Unit1-2015,Shopfloor-L2,91.54,4.604551453,6.259579363,26.4,51.2,40.0,0.464,24.451,18592.0,294.0,16.44955444,3.13,Machine_Failure,2022-04-30,2022,4,30,Saturday,True,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-24.800000000000004,24.915,19.88032948146535,0.6650212826841221,12.453688108
30-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,75.53,4.605076132,6.606661206,28.7,44.0,35.3,1.032,32.456,18594.0,315.0,15.1197393,2.59,Machine_Failure,2022-04-30,2022,4,30,Saturday,True,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-15.3,33.488,16.401466085468837,0.6650928211181457,11.360817509999999
30-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,58.7,4.605639814,6.957827619,27.0,48.3,37.1,0.404,16.991,18594.0,349.0,14.20288973,2.42,Machine_Failure,2022-04-30,2022,4,30,Saturday,True,0,0,0,0,0,0,0,0,0,0,0,0,1,Hydraulic_Pressure_Drop,-21.299999999999997,17.395,12.745243303995808,0.6650928211181457,10.668022811
30-04-2022,Makino-L1-Unit1-2013,Shopfloor-L1,99.56,4.602896383,6.802293264,25.6,46.2,35.3,1.08,34.978,18590.0,398.0,15.90071615,3.33,Machine_Failure,2022-04-30,2022,4,30,Saturday,True,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-20.6,36.058,21.629859053031826,0.6649497442500983,12.129501305
30-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,148.9266008,3.053451378,5.742484836,20.3,46.7,32.4,1.511,19.626,20143.0,419.0,23.70064042,2.95,No_Machine_Failure,2022-03-30,2022,3,30,Wednesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,High_Vibration,-26.400000000000002,21.137,48.77320198153814,0.7204993382694853,17.475448294
30-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,168.7970173,4.996191476,6.177731065,20.2,49.7,37.0,0.695,22.98,20066.0,439.0,23.79158776,2.02,No_Machine_Failure,2022-03-30,2022,3,30,Wednesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-29.500000000000004,23.675,33.785137761601675,0.7177451085595736,17.260111432
30-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,109.0406761,5.005857708,6.343163162,9.9,48.9,38.2,1.618,32.338,14152.0,326.0,23.73363162,2.11,No_Machine_Failure,2022-03-30,2022,3,30,Wednesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,High_Vibration,-39.0,33.956,21.782615979223515,0.5062059591515542,17.246542134
30-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,131.2658541,4.982835887,6.335328909,20.1,47.9,27.7,1.085,31.444,20033.0,347.0,28.38124,2.01,No_Machine_Failure,2022-03-30,2022,3,30,Wednesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-27.799999999999997,32.528999999999996,26.34360373827821,0.716564724398183,20.469867999999998
30-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,118.8639284,5.003071102,6.062090565,20.2,53.8,37.0,0.613,34.735,20096.0,319.0,23.75607086,3.0,No_Machine_Failure,2022-03-30,2022,3,30,Wednesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-33.599999999999994,35.348,23.75819291324555,0.7188181850699288,17.529249602
30-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,132.8214064,3.126011472,6.690248204,5.7,44.7,34.6,1.006,42.757,17726.0,272.0,23.8331586,2.01,No_Machine_Failure,2022-03-30,2022,3,30,Wednesday,False,0,0,0,0,0,0,0,1,0,0,0,0,0,Normal,-39.0,43.763,42.489097557604865,0.6340451407518689,17.28621102
30-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,111.6968659,4.989508626,6.029679692,20.1,43.0,36.9,1.01,24.895,20048.0,304.0,23.81294892,2.17,No_Machine_Failure,2022-03-30,2022,3,30,Wednesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-22.9,25.905,22.386345885435492,0.7171012626533605,17.320064243999997
30-03-2022,Makino-L2-Unit1-2015,Shopfloor-L2,141.5189961,5.200585147,6.899449281,22.2,49.2,33.4,1.312,31.531,20908.0,369.0,22.83346088,1.86,No_Machine_Failure,2022-03-30,2022,3,30,Wednesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-27.000000000000004,32.842999999999996,27.21212942386616,0.7478627892835426,16.541422616
30-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,124.8479541,5.690640358,6.134580004,26.7,48.8,33.0,1.333,24.673,22802.0,377.0,20.93684764,1.87,No_Machine_Failure,2022-03-30,2022,3,30,Wednesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-22.099999999999998,26.005999999999997,21.939174898741687,0.8156096863039668,15.216793348
30-03-2022,Makino-L3-Unit1-2015,Shopfloor-L3,96.371232,3.053148837,7.166194189,25.7,48.8,31.2,1.15,21.245,22313.0,363.0,21.39568861,2.88,No_Machine_Failure,2022-03-30,2022,3,30,Wednesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-23.099999999999998,22.395,31.564537841100996,0.7981185391851773,15.840982027
30-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,99.26714472,3.895031347,6.206182865,20.3,50.7,34.0,0.743,26.577,20132.0,331.0,23.7135903,1.99,No_Machine_Failure,2022-03-30,2022,3,30,Wednesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-30.400000000000002,27.32,25.48558300986634,0.7201058768823551,17.19651321
30-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,120.8177826,3.126011472,6.835145947,20.2,44.1,33.4,0.717,16.304,20063.0,324.0,23.79514529,1.95,No_Machine_Failure,2022-03-30,2022,3,30,Wednesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-23.900000000000002,17.020999999999997,38.64918081145161,0.7176378009085381,17.241601703
30-03-2022,Makino-L1-Unit1-2013,Shopfloor-L1,125.4182022,3.106960002,6.852916131,20.2,49.9,35.9,1.686,30.197,20096.0,388.0,23.75607086,2.93,No_Machine_Failure,2022-03-30,2022,3,30,Wednesday,False,0,0,0,0,0,0,0,0,0,0,0,0,0,High_Vibration,-29.7,31.883,40.366854455566305,0.7188181850699288,17.508249602000003
