machine_id,assembly_line_no,hydraulic_pressurebar,coolant_pressurebar,air_system_pressurebar,coolant_temperature,hydraulic_oil_temperaturec,spindle_bearing_temperaturec,spindle_vibrationm,tool_vibrationm,spindle_speedrpm,voltagevolts,torquenm,cuttingkn,downtime,date_parsed,year,month,day,day_of_week,is_weekend,hydraulic_pressurebar_is_outlier,coolant_pressurebar_is_outlier,air_system_pressurebar_is_outlier,coolant_temperature_is_outlier,hydraulic_oil_temperaturec_is_outlier,spindle_bearing_temperaturec_is_outlier,spindle_vibrationm_is_outlier,tool_vibrationm_is_outlier,spindle_speedrpm_is_outlier,voltagevolts_is_outlier,torquenm_is_outlier,cuttingkn_is_outlier,downtime_flag,reason_preview,temp_diff,vibration_total,pressure_ratio,normalized_speed,load_index,id,ingestion_time
Makino-L2-Unit1-2015,Shopfloor-L2,71.7099990844727,5.35862350463867,6.52574396133423,34.2999992370605,43,32.4000015258789,0.671000003814697,25.0690002441406,17919,396,25.4614391326904,3.67000007629395,Machine_Failure,2022-03-31,2022,3,31,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-8.69999980926514,25.7399997711182,13.3821678161621,0.640948593616486,18.9240074157715,11,2025-11-28 17:24:13.3792227
Makino-L1-Unit1-2013,Shopfloor-L1,134.539993286133,4.56685400009155,5.75837135314941,11.5,46.2000007629395,37.5999984741211,0.66100001335144,18.75,21951,366,25.6130695343018,3.58999991416931,Machine_Failure,2022-03-31,2022,3,31,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-34.7000007629395,19.4109992980957,29.4601058959961,0.785170078277588,19.0061492919922,12,2025-11-28 17:24:13.3792227
Makino-L2-Unit1-2015,Shopfloor-L2,55.5299987792969,6.96063613891602,6.3828444480896,14.6999998092651,47.2000007629395,36.2000007629395,0.896000027656555,29.3169994354248,25528,364,25.4641571044922,3.69000005722046,Machine_Failure,2022-03-31,2022,3,31,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hydraulic_Pressure_Drop,-32.5,30.2129993438721,7.9777193069458,0.913116574287415,18.9319095611572,13,2025-11-28 17:24:13.3792227
Makino-L2-Unit1-2015,Shopfloor-L2,61.7299995422363,4.627760887146,6.08286142349243,30.2999992370605,50.2000007629395,28,0.88400000333786,27.5130004882813,18660,328,25.5842437744141,3.54999995231628,Machine_Failure,2022-03-31,2022,3,31,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-19.8999996185303,28.3969993591309,13.3390645980835,0.667453587055206,18.973970413208,14,2025-11-28 17:24:13.3792227
Makino-L3-Unit1-2015,Shopfloor-L3,80.2699966430664,4.62277173995972,6.33599758148193,29.7999992370605,51.2000007629395,31.1000003814697,0.437999993562698,26.6679992675781,18644,349,25.606201171875,3.67000007629395,Machine_Failure,2022-03-31,2022,3,31,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-21.3999996185303,27.1060009002686,17.3640403747559,0.666881263256073,19.0253410339355,15,2025-11-28 17:24:13.3792227
Makino-L3-Unit1-2015,Shopfloor-L3,142.360000610352,4.62442779541016,7.13147449493408,28.7000007629395,44.9000015258789,31,0.46000000834465,33.5670013427734,18648,341,25.6007080078125,3.69000005722046,Machine_Failure,2022-03-31,2022,3,31,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-16.2000007629395,34.0270004272461,30.7843494415283,0.667024374008179,19.0274963378906,16,2025-11-28 17:24:13.3792227
Makino-L3-Unit1-2015,Shopfloor-L3,63.7599983215332,4.62478017807007,6.53712606430054,27,45.0999984741211,38.5999984741211,0.898999989032745,35.3400001525879,18650,297,25.5979633331299,3.67000007629395,Machine_Failure,2022-03-31,2022,3,31,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-18.1000003814697,36.2389984130859,13.7866010665894,0.667095899581909,19.0195732116699,17,2025-11-28 17:24:13.3792227
Makino-L3-Unit1-2015,Shopfloor-L3,141.139999389648,4.62656784057617,6.87061309814453,26.3999996185303,52.5999984741211,33.7999992370605,1.11800003051758,21.1919994354248,18654,287,25.5924739837646,3.60999989509583,Machine_Failure,2022-03-31,2022,3,31,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-26.2000007629395,22.3099994659424,30.5064144134521,0.66723895072937,18.9977321624756,18,2025-11-28 17:24:13.3792227
Makino-L2-Unit1-2015,Shopfloor-L2,93.6500015258789,4.84252071380615,6.08463287353516,19.5,52.2999992370605,35.2000007629395,1.21099996566772,21.8859996795654,23432,434,25.4655151367188,3.67000007629395,Machine_Failure,2022-03-31,2022,3,31,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-32.7999992370605,23.0970001220703,19.3391017913818,0.838144302368164,18.9268608093262,19,2025-11-28 17:24:13.3792227
Makino-L3-Unit1-2015,Shopfloor-L3,74.8600006103516,6.8639440536499,6.16453504562378,15.6999998092651,44.5,38.7000007629395,1.42799997329712,20.8600006103516,21951,346,25.5226936340332,2.49000000953674,Machine_Failure,2022-03-31,2022,3,31,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-28.7999992370605,22.2880001068115,10.9062662124634,0.785170078277588,18.612886428833,20,2025-11-28 17:24:13.3792227
Makino-L3-Unit1-2015,Shopfloor-L3,80.3399963378906,4.86086225509644,6.75114774703979,6.90000009536743,48.0999984741211,38.2999992370605,1.83399999141693,29.7180004119873,27957,409,25.4600830078125,3.60999989509583,Machine_Failure,2022-03-31,2022,3,31,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,High_Vibration,-41.2000007629395,31.5520000457764,16.5279312133789,1,18.9050579071045,21,2025-11-28 17:24:13.3792227
Makino-L3-Unit1-2015,Shopfloor-L3,139.671203613281,5.05439949035645,6.76190376281738,8.69999980926514,48.2000007629395,41,1.16799998283386,27.6720008850098,20303,315,23.5138645172119,2.82999992370605,No_Machine_Failure,2022-03-31,2022,3,31,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-39.5,28.8400001525879,27.6335906982422,0.726222395896912,17.3087062835693,22,2025-11-28 17:24:13.3792227
Makino-L2-Unit1-2015,Shopfloor-L2,91.5,4.56685400009155,6.41119861602783,4.90000009536743,47.2000007629395,38.0999984741211,0.903999984264374,16.1410007476807,26605,266,25.4668731689453,3.13000011444092,Machine_Failure,2022-03-31,2022,3,31,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-42.2999992370605,17.0450000762939,20.0356750488281,0.951640009880066,18.765811920166,23,2025-11-28 17:24:13.3792227
Makino-L3-Unit1-2015,Shopfloor-L3,148.662551879883,5.05772495269775,6.22778940200806,11.8999996185303,49.4000015258789,35.2999992370605,0.633000016212463,24.2569999694824,20310,355,23.5057601928711,2.6800000667572,No_Machine_Failure,2022-03-31,2022,3,31,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-37.5,24.8899993896484,29.3931655883789,0.726472795009613,17.2580318450928,24,2025-11-28 17:24:13.3792227
Makino-L2-Unit1-2015,Shopfloor-L2,131.048187255859,5.05194282531738,7.05011892318726,5.69999980926514,50.4000015258789,36.7000007629395,1.02400004863739,28.5189990997314,20298,241,23.5196571350098,2.90000009536743,No_Machine_Failure,2022-03-31,2022,3,31,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-44.7000007629395,29.5429992675781,25.9401569366455,0.726043581962585,17.3337593078613,25,2025-11-28 17:24:13.3792227
Makino-L1-Unit1-2013,Shopfloor-L1,145.299026489258,5.04958009719849,5.76143074035645,6.80000019073486,48.2999992370605,36,1.12300002574921,29.2509994506836,20297,429,23.5208168029785,2.69000005722046,No_Machine_Failure,2022-03-31,2022,3,31,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-41.5,30.3740005493164,28.7744770050049,0.72600781917572,17.2715702056885,26,2025-11-28 17:24:13.3792227
Makino-L3-Unit1-2015,Shopfloor-L3,98.6999969482422,6.83941316604614,6.33763456344604,24.3999996185303,53.7000007629395,35,0.741999983787537,34.2470016479492,18638,356,25.6144428253174,3.49000000953674,Machine_Failure,2022-03-31,2022,3,31,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-29.2999992370605,34.9889984130859,14.4310626983643,0.666666686534882,18.9771099090576,27,2025-11-28 17:24:13.3792227
Makino-L3-Unit1-2015,Shopfloor-L3,170.089462280273,4.97921466827393,5.39935159683228,7.40000009536743,49.7000007629395,34.5,0.898999989032745,28.3479995727539,20018,343,23.8486366271973,2.71000003814697,No_Machine_Failure,2022-03-31,2022,3,31,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-42.2999992370605,29.2469997406006,34.1598968505859,0.716028213500977,17.5070457458496,28,2025-11-28 17:24:13.3792227
Makino-L2-Unit1-2015,Shopfloor-L2,62.3400001525879,6.83941316604614,6.591628074646,9,45.7000007629395,31.6000003814697,0.657000005245209,27.8689994812012,20504,368,25.4519386291504,2.73000001907349,Machine_Failure,2022-03-31,2022,3,31,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-36.7000007629395,28.5259990692139,9.11481666564941,0.733412027359009,18.6353569030762,29,2025-11-28 17:24:13.3792227
Makino-L2-Unit1-2015,Shopfloor-L2,111.750205993652,4.97805690765381,6.34357070922852,9.89999961853027,44.5,44.0999984741211,0.897000014781952,39.8460006713867,20016,336,23.8510189056396,2.57999992370605,No_Machine_Failure,2022-03-31,2022,3,31,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-34.5999984741211,40.7430000305176,22.4485607147217,0.715956628322601,17.4697132110596,30,2025-11-28 17:24:13.3792227
Makino-L3-Unit1-2015,Shopfloor-L3,127.568992614746,4.97923469543457,6.84934997558594,10.6000003814697,43.2000007629395,30.5,0.922999978065491,29.8880004882813,20018,386,23.8486366271973,2.8199999332428,No_Machine_Failure,2022-03-31,2022,3,31,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-32.5999984741211,30.8110008239746,25.6202011108398,0.716028213500977,17.5400447845459,31,2025-11-28 17:24:13.3792227
Makino-L1-Unit1-2013,Shopfloor-L1,111.286079406738,5.05890417098999,6.6159987449646,12.1999998092651,48.2000007629395,31.5,1.18299996852875,18.113000869751,20314,432,23.5011329650879,2.61999988555908,No_Machine_Failure,2022-03-31,2022,3,31,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-36,19.2959995269775,21.9980602264404,0.726615846157074,17.2367916107178,32,2025-11-28 17:24:13.3792227
Makino-L2-Unit1-2015,Shopfloor-L2,124.913764953613,5.07233047485352,6.08750104904175,21,46,26.8999996185303,0.939000010490417,26.9580001831055,13272,333,23.3928852081299,2.64000010490417,No_Machine_Failure,2022-03-31,2022,3,31,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-25,27.8969993591309,24.6265029907227,0.474729061126709,17.1670188903809,33,2025-11-28 17:24:13.3792227
Makino-L1-Unit1-2013,Shopfloor-L1,125.949996948242,6.8639440536499,6.5476861000061,25.6000003814697,42,38.5999984741211,0.712000012397766,23.6679992675781,18755,278,25.4546527862549,3.91000008583069,Machine_Failure,2022-03-31,2022,3,31,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-16.3999996185303,24.3799991607666,18.3495082855225,0.670851647853851,18.9912567138672,34,2025-11-28 17:24:13.3792227
Makino-L1-Unit1-2013,Shopfloor-L1,72.379997253418,5.56785678863525,6.66183662414551,9.89999961853027,56.5,40,1.03600001335144,36.234001159668,27613,353,24.4620819091797,3.32999992370605,Machine_Failure,2022-01-31,2022,1,31,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-46.5999984741211,37.2700004577637,12.9996166229248,0.987695395946503,18.1224575042725,35,2025-11-28 17:24:13.3792227
Makino-L3-Unit1-2015,Shopfloor-L3,78.3300018310547,6.56033229827881,5.85897874832153,9.69999980926514,48.0999984741211,35.7999992370605,0.945999979972839,32.773998260498,26526,302,24.4721145629883,2.71000003814697,Machine_Failure,2022-01-31,2022,1,31,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-38.4000015258789,33.7200012207031,11.9399442672729,0.948814272880554,17.9434795379639,36,2025-11-28 17:24:13.3792227
Makino-L3-Unit1-2015,Shopfloor-L3,128.897659301758,5.22738361358643,7.01565170288086,22.3999996185303,48.5,39.2999992370605,1.04299998283386,21.3659992218018,15217,378,35.5812225341797,2.17000007629395,No_Machine_Failure,2022-01-31,2022,1,31,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-26.1000003814697,22.4090003967285,24.6581592559814,0.544300198554993,25.5578536987305,37,2025-11-28 17:24:13.3792227
Makino-L3-Unit1-2015,Shopfloor-L3,96.9599990844727,4.81967639923096,6.57271289825439,28.7000007629395,55,38.5999984741211,0.857999980449677,26.2150001525879,19440,319,14.2028894424438,3.49000000953674,Machine_Failure,2022-01-31,2022,1,31,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-26.2999992370605,27.0729999542236,20.1175346374512,0.69535356760025,10.9890232086182,38,2025-11-28 17:24:13.3792227
Makino-L1-Unit1-2013,Shopfloor-L1,145.979995727539,4.82340669631958,5.89069175720215,26.3999996185303,38.7999992370605,31,0.848999977111816,29.7910003662109,19457,374,24.5362586975098,3.9300000667572,Machine_Failure,2022-01-31,2022,1,31,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-12.3999996185303,30.6399993896484,30.2649173736572,0.695961654186249,18.3543815612793,39,2025-11-28 17:24:13.3792227
Makino-L1-Unit1-2013,Shopfloor-L1,51.1599998474121,4.85267686843872,6.3836522102356,27,41.4000015258789,41.5999984741211,1.00600004196167,25.2070007324219,19577,354,24.3858604431152,3.58999991416931,Machine_Failure,2022-01-31,2022,1,31,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hydraulic_Pressure_Drop,-14.3999996185303,26.2129993438721,10.5426340103149,0.700253963470459,18.147102355957,40,2025-11-28 17:24:13.3792227
Makino-L2-Unit1-2015,Shopfloor-L2,120.60572052002,5.22982025146484,6.27048587799072,22.3999996185303,48.2000007629395,32.9000015258789,1.66100001335144,37.6040000915527,14152,308,33.9233665466309,3,No_Machine_Failure,2022-01-31,2022,1,31,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High_Vibration,-25.7999992370605,39.2649993896484,23.0611591339111,0.506205976009369,24.646354675293,41,2025-11-28 17:24:13.3792227
Makino-L3-Unit1-2015,Shopfloor-L3,85.8199996948242,4.82264995574951,6.16718053817749,27,51.5999984741211,28.7000007629395,1.65699994564056,27.5270004272461,19456,355,14.1099948883057,2.6800000667572,Machine_Failure,2022-01-31,2022,1,31,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,High_Vibration,-24.6000003814697,29.1840000152588,17.7951946258545,0.695925891399384,10.6809959411621,42,2025-11-28 17:24:13.3792227
Makino-L3-Unit1-2015,Shopfloor-L3,58.5999984741211,6.82096242904663,6.96676206588745,30.2999992370605,52.7000007629395,38.9000015258789,0.961000025272369,35.7560005187988,19443,450,17.8993110656738,2.85999989509583,Machine_Failure,2022-01-31,2022,1,31,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hydraulic_Pressure_Drop,-22.3999996185303,36.7169990539551,8.59116268157959,0.695460915565491,13.3875179290771,43,2025-11-28 17:24:13.3792227
Makino-L1-Unit1-2013,Shopfloor-L1,127.459358215332,5.2297534942627,6.41734027862549,22.3999996185303,51.7999992370605,37.0999984741211,1.12999999523163,20.6620006561279,17726,278,35.5803337097168,1.85000002384186,No_Machine_Failure,2022-01-31,2022,1,31,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-29.3999996185303,21.7919998168945,24.3719635009766,0.634045124053955,25.4612331390381,44,2025-11-28 17:24:13.3792227
Makino-L3-Unit1-2015,Shopfloor-L3,103.576148986816,5.13032197952271,7.03928661346436,21.6000003814697,45.5,30.5,1.65699994564056,21.1319999694824,14152,390,23.137788772583,2.92000007629395,No_Machine_Failure,2021-12-30,2021,12,30,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High_Vibration,-23.8999996185303,22.7889995574951,20.1890144348145,0.506205976009369,17.072452545166,45,2025-11-28 17:24:13.3792227
Makino-L1-Unit1-2013,Shopfloor-L1,57.2999992370605,4.91631269454956,5.79224300384521,29.7999992370605,44.9000015258789,33.7999992370605,0.555000007152557,26.3139991760254,19784,423,16.9641056060791,2.75,Machine_Failure,2021-12-30,2021,12,30,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hydraulic_Pressure_Drop,-15.1000003814697,26.8689994812012,11.6550760269165,0.707658171653748,12.6998739242554,46,2025-11-28 17:24:13.3792227
Makino-L3-Unit1-2015,Shopfloor-L3,107.930969238281,5.09839153289795,7.09171152114868,21.2000007629395,44.7000007629395,39.7000007629395,1.32500004768372,21.181999206543,19197,413,31.6203346252441,1.9099999666214,No_Machine_Failure,2022-04-30,2022,4,30,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-23.5,22.5069999694824,21.1696128845215,0.686661660671234,22.7072353363037,47,2025-11-28 17:24:13.3792227
Makino-L1-Unit1-2013,Shopfloor-L1,116.074508666992,5.09563207626343,6.32582855224609,21.2000007629395,47.7999992370605,37,0.950999975204468,26.2269992828369,18436,437,30.5140075683594,1.88999998569489,No_Machine_Failure,2022-04-30,2022,4,30,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-26.6000003814697,27.17799949646,22.7792167663574,0.659441292285919,21.9268054962158,48,2025-11-28 17:24:13.3792227
Makino-L1-Unit1-2013,Shopfloor-L1,121.632667541504,5.09394550323486,7.3157320022583,21.2000007629395,43.4000015258789,37.9000015258789,1.24100005626678,28.863000869751,17726,337,35.5803337097168,1.95000004768372,No_Machine_Failure,2022-04-30,2022,4,30,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-22.2000007629395,30.1040000915527,23.8778915405273,0.634045124053955,25.4912338256836,49,2025-11-28 17:24:13.3792227
Makino-L3-Unit1-2015,Shopfloor-L3,134.214263916016,5.0957202911377,6.22341632843018,21.2000007629395,51.0999984741211,35.2999992370605,0.49099999666214,19.8050003051758,16198,462,23.3004055023193,1.99000000953674,No_Machine_Failure,2022-04-30,2022,4,30,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-29.8999996185303,20.2959995269775,26.338623046875,0.579389750957489,16.907283782959,50,2025-11-28 17:24:13.3792227
Makino-L1-Unit1-2013,Shopfloor-L1,135.811935424805,5.09403991699219,6.81887102127075,21.2000007629395,44.4000015258789,27.3999996185303,0.762000024318695,30.7609996795654,15217,236,23.3186149597168,1.87999999523163,No_Machine_Failure,2022-04-30,2022,4,30,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-23.2000007629395,31.5230007171631,26.660945892334,0.544300198554993,16.8870296478271,51,2025-11-28 17:24:13.3792227
Makino-L2-Unit1-2015,Shopfloor-L2,106.127685546875,5.09284162521362,7.16879940032959,5.69999980926514,45.2999992370605,33.2000007629395,1.05200004577637,28.6040000915527,20470,445,23.3220329284668,1.87999999523163,No_Machine_Failure,2022-04-30,2022,4,30,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-39.5999984741211,29.6560001373291,20.8385982513428,0.732195854187012,16.8894233703613,52,2025-11-28 17:24:13.3792227
Makino-L1-Unit1-2013,Shopfloor-L1,134.309936523438,5.09734630584717,6.76104116439819,4.5,45,36.7999992370605,0.904999971389771,25.636999130249,17726,387,23.3004055023193,2.88000011444092,No_Machine_Failure,2022-04-30,2022,4,30,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-40.5,26.5419998168945,26.348991394043,0.634045124053955,17.1742839813232,53,2025-11-28 17:24:13.3792227
Makino-L2-Unit1-2015,Shopfloor-L2,138.789978027344,5.09767723083496,6.19357061386108,21.2000007629395,49.7000007629395,34.2000007629395,1.30400002002716,23.0860004425049,14266,336,23.3004055023193,2.8199999332428,No_Machine_Failure,2022-04-30,2022,4,30,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,-28.5,24.3899993896484,27.2261199951172,0.510283648967743,17.1562843322754,54,2025-11-28 17:24:13.3792227
Makino-L2-Unit1-2015,Shopfloor-L2,91.5400009155273,4.60455131530762,6.25957918167114,26.3999996185303,51.2000007629395,40,0.46399998664856,24.451000213623,18592,294,16.4495544433594,3.13000011444092,Machine_Failure,2022-04-30,2022,4,30,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-24.7999992370605,24.9150009155273,19.8803291320801,0.665021300315857,12.4536876678467,55,2025-11-28 17:24:13.3792227
Makino-L1-Unit1-2013,Shopfloor-L1,75.5299987792969,4.6050763130188,6.60666131973267,28.7000007629395,44,35.2999992370605,1.03199994564056,32.4560012817383,18594,315,15.1197395324707,2.58999991416931,Machine_Failure,2022-04-30,2022,4,30,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-15.3000001907349,33.4879989624023,16.4014663696289,0.665092825889587,11.3608179092407,56,2025-11-28 17:24:13.3792227
Makino-L1-Unit1-2013,Shopfloor-L1,58.7000007629395,4.60563993453979,6.9578275680542,27,48.2999992370605,37.0999984741211,0.404000014066696,16.9909992218018,18594,349,14.2028894424438,2.42000007629395,Machine_Failure,2022-04-30,2022,4,30,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Hydraulic_Pressure_Drop,-21.2999992370605,17.3950004577637,12.7452430725098,0.665092825889587,10.668023109436,57,2025-11-28 17:24:13.3792227
Makino-L1-Unit1-2013,Shopfloor-L1,99.5599975585938,4.60289621353149,6.80229330062866,25.6000003814697,46.2000007629395,35.2999992370605,1.08000004291534,34.9780006408691,18590,398,15.9007158279419,3.32999992370605,Machine_Failure,2022-04-30,2022,4,30,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Normal,-20.6000003814697,36.0579986572266,21.6298599243164,0.664949715137482,12.1295013427734,58,2025-11-28 17:24:13.3792227
